Serial Number:20397886 --

Date Time - GMT -07:00,"Temp, (*F)",Host Connect,Stopped,EOF,
2018-09-17 07:10:59,58.10, , , ,
2018-09-17 07:11:59,58.10, , , ,
2018-09-17 07:12:59,58.10, , , ,
2018-09-17 07:13:59,58.02, , , ,
2018-09-17 07:14:59,58.10, , , ,
2018-09-17 07:15:59,58.10, , , ,
2018-09-17 07:16:59,58.02, , , ,
2018-09-17 07:17:59,58.10, , , ,
2018-09-17 07:18:59,58.02, , , ,
2018-09-17 07:19:59,58.02, , , ,
2018-09-17 07:20:59,58.10, , , ,
2018-09-17 07:21:59,58.10, , , ,
2018-09-17 07:22:59,58.17, , , ,
2018-09-17 07:23:59,58.33, , , ,
2018-09-17 07:24:59,58.56, , , ,
2018-09-17 07:25:59,58.71, , , ,
2018-09-17 07:26:59,58.95, , , ,
2018-09-17 07:27:59,59.02, , , ,
2018-09-17 07:28:59,59.10, , , ,
2018-09-17 07:29:59,59.18, , , ,
2018-09-17 07:30:59,59.33, , , ,
2018-09-17 07:31:59,59.41, , , ,
2018-09-17 07:32:59,59.41, , , ,
2018-09-17 07:33:59,59.41, , , ,
2018-09-17 07:34:59,59.41, , , ,
2018-09-17 07:35:59,59.56, , , ,
2018-09-17 07:36:59,59.56, , , ,
2018-09-17 07:37:59,59.49, , , ,
2018-09-17 07:38:59,59.41, , , ,
2018-09-17 07:39:59,59.56, , , ,
2018-09-17 07:40:59,59.56, , , ,
2018-09-17 07:41:59,59.56, , , ,
2018-09-17 07:42:59,59.64, , , ,
2018-09-17 07:43:59,59.64, , , ,
2018-09-17 07:44:59,59.64, , , ,
2018-09-17 07:45:59,59.72, , , ,
2018-09-17 07:46:59,59.72, , , ,
2018-09-17 07:47:59,59.72, , , ,
2018-09-17 07:48:59,59.79, , , ,
2018-09-17 07:49:59,59.79, , , ,
2018-09-17 07:50:59,59.95, , , ,
2018-09-17 07:51:59,59.95, , , ,
2018-09-17 07:52:59,59.95, , , ,
2018-09-17 07:53:59,60.18, , , ,
2018-09-17 07:54:59,60.26, , , ,
2018-09-17 07:55:59,60.26, , , ,
2018-09-17 07:56:59,60.26, , , ,
2018-09-17 07:57:59,60.41, , , ,
2018-09-17 07:58:59,60.64, , , ,
2018-09-17 07:59:59,60.72, , , ,
2018-09-17 08:00:59,60.88, , , ,
2018-09-17 08:01:59,61.11, , , ,
2018-09-17 08:02:59,61.26, , , ,
2018-09-17 08:03:59,61.34, , , ,
2018-09-17 08:04:59,61.49, , , ,
2018-09-17 08:05:59,61.49, , , ,
2018-09-17 08:06:59,61.65, , , ,
2018-09-17 08:07:59,61.65, , , ,
2018-09-17 08:08:59,61.65, , , ,
2018-09-17 08:09:59,61.72, , , ,
2018-09-17 08:10:59,61.72, , , ,
2018-09-17 08:11:59,61.88, , , ,
2018-09-17 08:12:59,61.88, , , ,
2018-09-17 08:13:59,61.96, , , ,
2018-09-17 08:14:59,61.96, , , ,
2018-09-17 08:15:59,61.96, , , ,
2018-09-17 08:16:59,62.03, , , ,
2018-09-17 08:17:59,62.11, , , ,
2018-09-17 08:18:59,62.11, , , ,
2018-09-17 08:19:59,62.27, , , ,
2018-09-17 08:20:59,62.27, , , ,
2018-09-17 08:21:59,62.34, , , ,
2018-09-17 08:22:59,62.34, , , ,
2018-09-17 08:23:59,62.50, , , ,
2018-09-17 08:24:59,62.57, , , ,
2018-09-17 08:25:59,62.57, , , ,
2018-09-17 08:26:59,62.65, , , ,
2018-09-17 08:27:59,62.81, , , ,
2018-09-17 08:28:59,62.88, , , ,
2018-09-17 08:29:59,62.96, , , ,
2018-09-17 08:30:59,63.11, , , ,
2018-09-17 08:31:59,63.27, , , ,
2018-09-17 08:32:59,63.27, , , ,
2018-09-17 08:33:59,63.35, , , ,
2018-09-17 08:34:59,63.42, , , ,
2018-09-17 08:35:59,63.50, , , ,
2018-09-17 08:36:59,63.42, , , ,
2018-09-17 08:37:59,63.50, , , ,
2018-09-17 08:38:59,63.66, , , ,
2018-09-17 08:39:59,63.58, , , ,
2018-09-17 08:40:59,63.66, , , ,
2018-09-17 08:41:59,63.66, , , ,
2018-09-17 08:42:59,63.66, , , ,
2018-09-17 08:43:59,63.81, , , ,
2018-09-17 08:44:59,63.81, , , ,
2018-09-17 08:45:59,63.89, , , ,
2018-09-17 08:46:59,63.89, , , ,
2018-09-17 08:47:59,63.96, , , ,
2018-09-17 08:48:59,63.89, , , ,
2018-09-17 08:49:59,63.96, , , ,
2018-09-17 08:50:59,63.96, , , ,
2018-09-17 08:51:59,64.12, , , ,
2018-09-17 08:52:59,64.04, , , ,
2018-09-17 08:53:59,64.20, , , ,
2018-09-17 08:54:59,64.43, , , ,
2018-09-17 08:55:59,64.66, , , ,
2018-09-17 08:56:59,65.12, , , ,
2018-09-17 08:57:59,65.51, , , ,
2018-09-17 08:58:59,65.89, , , ,
2018-09-17 08:59:59,66.05, , , ,
2018-09-17 09:00:59,66.28, , , ,
2018-09-17 09:01:59,66.51, , , ,
2018-09-17 09:02:59,66.82, , , ,
2018-09-17 09:03:59,67.13, , , ,
2018-09-17 09:04:59,67.36, , , ,
2018-09-17 09:05:59,67.44, , , ,
2018-09-17 09:06:59,67.83, , , ,
2018-09-17 09:07:59,68.21, , , ,
2018-09-17 09:08:59,68.60, , , ,
2018-09-17 09:09:59,68.91, , , ,
2018-09-17 09:10:59,69.14, , , ,
2018-09-17 09:11:59,69.45, , , ,
2018-09-17 09:12:59,69.60, , , ,
2018-09-17 09:13:59,69.91, , , ,
2018-09-17 09:14:59,70.22, , , ,
2018-09-17 09:15:59,70.37, , , ,
2018-09-17 09:16:59,70.68, , , ,
2018-09-17 09:17:59,70.76, , , ,
2018-09-17 09:18:59,70.76, , , ,
2018-09-17 09:19:59,70.91, , , ,
2018-09-17 09:20:59,70.91, , , ,
2018-09-17 09:21:59,70.99, , , ,
2018-09-17 09:22:59,71.07, , , ,
2018-09-17 09:23:59,71.07, , , ,
2018-09-17 09:24:59,71.15, , , ,
2018-09-17 09:25:59,71.15, , , ,
2018-09-17 09:26:59,71.22, , , ,
2018-09-17 09:27:59,71.30, , , ,
2018-09-17 09:28:59,71.45, , , ,
2018-09-17 09:29:59,71.53, , , ,
2018-09-17 09:30:59,71.53, , , ,
2018-09-17 09:31:59,71.45, , , ,
2018-09-17 09:32:59,71.53, , , ,
2018-09-17 09:33:59,71.45, , , ,
2018-09-17 09:34:59,71.61, , , ,
2018-09-17 09:35:59,71.53, , , ,
2018-09-17 09:36:59,71.61, , , ,
2018-09-17 09:37:59,71.53, , , ,
2018-09-17 09:38:59,71.53, , , ,
2018-09-17 09:39:59,71.53, , , ,
2018-09-17 09:40:59,71.61, , , ,
2018-09-17 09:41:59,71.53, , , ,
2018-09-17 09:42:59,71.61, , , ,
2018-09-17 09:43:59,71.61, , , ,
2018-09-17 09:44:59,71.53, , , ,
2018-09-17 09:45:59,71.61, , , ,
2018-09-17 09:46:59,71.53, , , ,
2018-09-17 09:47:59,71.69, , , ,
2018-09-17 09:48:59,71.76, , , ,
2018-09-17 09:49:59,71.76, , , ,
2018-09-17 09:50:59,71.76, , , ,
2018-09-17 09:51:59,71.84, , , ,
2018-09-17 09:52:59,71.92, , , ,
2018-09-17 09:53:59,71.92, , , ,
2018-09-17 09:54:59,72.07, , , ,
2018-09-17 09:55:59,72.30, , , ,
2018-09-17 09:56:59,72.38, , , ,
2018-09-17 09:57:59,72.54, , , ,
2018-09-17 09:58:59,72.54, , , ,
2018-09-17 09:59:59,72.77, , , ,
2018-09-17 10:00:59,72.84, , , ,
2018-09-17 10:01:59,72.92, , , ,
2018-09-17 10:02:59,73.15, , , ,
2018-09-17 10:03:59,73.31, , , ,
2018-09-17 10:04:59,73.31, , , ,
2018-09-17 10:05:59,73.69, , , ,
2018-09-17 10:06:59,73.93, , , ,
2018-09-17 10:07:59,74.08, , , ,
2018-09-17 10:08:59,74.23, , , ,
2018-09-17 10:09:59,74.47, , , ,
2018-09-17 10:10:59,74.54, , , ,
2018-09-17 10:11:59,74.62, , , ,
2018-09-17 10:12:59,74.78, , , ,
2018-09-17 10:13:59,74.93, , , ,
2018-09-17 10:14:59,75.08, , , ,
2018-09-17 10:15:59,75.24, , , ,
2018-09-17 10:16:59,75.39, , , ,
2018-09-17 10:17:59,75.55, , , ,
2018-09-17 10:18:59,75.70, , , ,
2018-09-17 10:19:59,75.78, , , ,
2018-09-17 10:20:59,75.93, , , ,
2018-09-17 10:21:59,75.93, , , ,
2018-09-17 10:22:59,76.01, , , ,
2018-09-17 10:23:59,76.01, , , ,
2018-09-17 10:24:59,76.17, , , ,
2018-09-17 10:25:59,76.40, , , ,
2018-09-17 10:26:59,76.55, , , ,
2018-09-17 10:27:59,76.78, , , ,
2018-09-17 10:28:59,77.01, , , ,
2018-09-17 10:29:59,77.25, , , ,
