Serial Number:20439121 --

Date Time - GMT -07:00,"Temp, (*F)",Host Connect,Stopped,EOF,
2018-09-17 05:09:59,60.49, , , ,
2018-09-17 05:10:59,60.49, , , ,
2018-09-17 05:11:59,60.41, , , ,
2018-09-17 05:12:59,60.41, , , ,
2018-09-17 05:13:59,60.34, , , ,
2018-09-17 05:14:59,60.34, , , ,
2018-09-17 05:15:59,60.34, , , ,
2018-09-17 05:16:59,60.34, , , ,
2018-09-17 05:17:59,60.34, , , ,
2018-09-17 05:18:59,60.41, , , ,
2018-09-17 05:19:59,60.26, , , ,
2018-09-17 05:20:59,60.18, , , ,
2018-09-17 05:21:59,60.10, , , ,
2018-09-17 05:22:59,60.10, , , ,
2018-09-17 05:23:59,60.10, , , ,
2018-09-17 05:24:59,59.95, , , ,
2018-09-17 05:25:59,60.03, , , ,
2018-09-17 05:26:59,59.95, , , ,
2018-09-17 05:27:59,59.87, , , ,
2018-09-17 05:28:59,59.79, , , ,
2018-09-17 05:29:59,59.79, , , ,
2018-09-17 05:30:59,59.72, , , ,
2018-09-17 05:31:59,59.64, , , ,
2018-09-17 05:32:59,59.64, , , ,
2018-09-17 05:33:59,59.56, , , ,
2018-09-17 05:34:59,59.56, , , ,
2018-09-17 05:35:59,59.56, , , ,
2018-09-17 05:36:59,59.56, , , ,
2018-09-17 05:37:59,59.49, , , ,
2018-09-17 05:38:59,59.56, , , ,
2018-09-17 05:39:59,59.56, , , ,
2018-09-17 05:40:59,59.56, , , ,
2018-09-17 05:41:59,59.64, , , ,
2018-09-17 05:42:59,59.72, , , ,
2018-09-17 05:43:59,59.95, , , ,
2018-09-17 05:44:59,60.03, , , ,
2018-09-17 05:45:59,60.10, , , ,
2018-09-17 05:46:59,60.18, , , ,
2018-09-17 05:47:59,60.34, , , ,
2018-09-17 05:48:59,60.41, , , ,
2018-09-17 05:49:59,60.49, , , ,
2018-09-17 05:50:59,60.64, , , ,
2018-09-17 05:51:59,60.64, , , ,
2018-09-17 05:52:59,60.72, , , ,
2018-09-17 05:53:59,60.80, , , ,
2018-09-17 05:54:59,60.80, , , ,
2018-09-17 05:55:59,60.88, , , ,
2018-09-17 05:56:59,60.88, , , ,
2018-09-17 05:57:59,60.95, , , ,
2018-09-17 05:58:59,61.11, , , ,
2018-09-17 05:59:59,61.11, , , ,
2018-09-17 06:00:59,61.26, , , ,
2018-09-17 06:01:59,61.26, , , ,
2018-09-17 06:02:59,61.34, , , ,
2018-09-17 06:03:59,61.49, , , ,
2018-09-17 06:04:59,61.49, , , ,
2018-09-17 06:05:59,61.57, , , ,
2018-09-17 06:06:59,61.65, , , ,
2018-09-17 06:07:59,61.57, , , ,
2018-09-17 06:08:59,61.57, , , ,
2018-09-17 06:09:59,61.57, , , ,
2018-09-17 06:10:59,61.65, , , ,
2018-09-17 06:11:59,61.65, , , ,
2018-09-17 06:12:59,61.57, , , ,
2018-09-17 06:13:59,61.65, , , ,
2018-09-17 06:14:59,61.57, , , ,
2018-09-17 06:15:59,61.57, , , ,
2018-09-17 06:16:59,61.49, , , ,
2018-09-17 06:17:59,61.57, , , ,
2018-09-17 06:18:59,61.49, , , ,
2018-09-17 06:19:59,61.42, , , ,
2018-09-17 06:20:59,61.34, , , ,
2018-09-17 06:21:59,61.34, , , ,
2018-09-17 06:22:59,61.26, , , ,
2018-09-17 06:23:59,61.42, , , ,
2018-09-17 06:24:59,61.57, , , ,
2018-09-17 06:25:59,61.57, , , ,
2018-09-17 06:26:59,61.57, , , ,
2018-09-17 06:27:59,61.65, , , ,
2018-09-17 06:28:59,61.65, , , ,
2018-09-17 06:29:59,61.72, , , ,
2018-09-17 06:30:59,61.72, , , ,
2018-09-17 06:31:59,61.88, , , ,
2018-09-17 06:32:59,61.80, , , ,
2018-09-17 06:33:59,61.72, , , ,
2018-09-17 06:34:59,61.80, , , ,
2018-09-17 06:35:59,61.57, , , ,
2018-09-17 06:36:59,61.57, , , ,
2018-09-17 06:37:59,61.57, , , ,
2018-09-17 06:38:59,61.49, , , ,
2018-09-17 06:39:59,61.42, , , ,
2018-09-17 06:40:59,61.26, , , ,
2018-09-17 06:41:59,61.18, , , ,
2018-09-17 06:42:59,61.11, , , ,
2018-09-17 06:43:59,61.11, , , ,
2018-09-17 06:44:59,61.03, , , ,
2018-09-17 06:45:59,60.95, , , ,
2018-09-17 06:46:59,60.95, , , ,
2018-09-17 06:47:59,60.80, , , ,
2018-09-17 06:48:59,60.80, , , ,
2018-09-17 06:49:59,60.80, , , ,
2018-09-17 06:50:59,60.80, , , ,
2018-09-17 06:51:59,60.72, , , ,
2018-09-17 06:52:59,60.72, , , ,
2018-09-17 06:53:59,60.64, , , ,
2018-09-17 06:54:59,60.57, , , ,
2018-09-17 06:55:59,60.57, , , ,
2018-09-17 06:56:59,60.57, , , ,
2018-09-17 06:57:59,60.41, , , ,
2018-09-17 06:58:59,60.41, , , ,
2018-09-17 06:59:59,60.34, , , ,
2018-09-17 07:00:59,60.34, , , ,
2018-09-17 07:01:59,60.26, , , ,
2018-09-17 07:02:59,60.18, , , ,
2018-09-17 07:03:59,60.18, , , ,
2018-09-17 07:04:59,60.03, , , ,
2018-09-17 07:05:59,60.03, , , ,
2018-09-17 07:06:59,59.95, , , ,
2018-09-17 07:07:59,60.03, , , ,
2018-09-17 07:08:59,59.95, , , ,
2018-09-17 07:09:59,59.87, , , ,
2018-09-17 07:10:59,59.87, , , ,
2018-09-17 07:11:59,59.79, , , ,
2018-09-17 07:12:59,59.72, , , ,
2018-09-17 07:13:59,59.72, , , ,
2018-09-17 07:14:59,59.79, , , ,
2018-09-17 07:15:59,59.64, , , ,
2018-09-17 07:16:59,59.72, , , ,
2018-09-17 07:17:59,59.64, , , ,
2018-09-17 07:18:59,59.64, , , ,
2018-09-17 07:19:59,59.64, , , ,
2018-09-17 07:20:59,59.72, , , ,
2018-09-17 07:21:59,59.56, , , ,
2018-09-17 07:22:59,59.72, , , ,
2018-09-17 07:23:59,59.64, , , ,
2018-09-17 07:24:59,59.64, , , ,
2018-09-17 07:25:59,59.72, , , ,
2018-09-17 07:26:59,59.72, , , ,
2018-09-17 07:27:59,59.79, , , ,
2018-09-17 07:28:59,59.87, , , ,
2018-09-17 07:29:59,59.87, , , ,
2018-09-17 07:30:59,59.87, , , ,
2018-09-17 07:31:59,59.95, , , ,
2018-09-17 07:32:59,59.87, , , ,
2018-09-17 07:33:59,59.95, , , ,
2018-09-17 07:34:59,59.95, , , ,
2018-09-17 07:35:59,59.95, , , ,
2018-09-17 07:36:59,60.10, , , ,
2018-09-17 07:37:59,60.10, , , ,
2018-09-17 07:38:59,60.18, , , ,
2018-09-17 07:39:59,60.18, , , ,
2018-09-17 07:40:59,60.18, , , ,
2018-09-17 07:41:59,60.18, , , ,
2018-09-17 07:42:59,60.26, , , ,
2018-09-17 07:43:59,60.26, , , ,
2018-09-17 07:44:59,60.34, , , ,
2018-09-17 07:45:59,60.34, , , ,
2018-09-17 07:46:59,60.49, , , ,
2018-09-17 07:47:59,60.49, , , ,
2018-09-17 07:48:59,60.57, , , ,
2018-09-17 07:49:59,60.64, , , ,
2018-09-17 07:50:59,60.72, , , ,
2018-09-17 07:51:59,60.80, , , ,
2018-09-17 07:52:59,60.88, , , ,
2018-09-17 07:53:59,60.88, , , ,
2018-09-17 07:54:59,61.03, , , ,
2018-09-17 07:55:59,61.11, , , ,
2018-09-17 07:56:59,61.26, , , ,
2018-09-17 07:57:59,61.42, , , ,
2018-09-17 07:58:59,61.57, , , ,
2018-09-17 07:59:59,61.65, , , ,
2018-09-17 08:00:59,61.72, , , ,
2018-09-17 08:01:59,61.88, , , ,
2018-09-17 08:02:59,61.96, , , ,
2018-09-17 08:03:59,62.19, , , ,
2018-09-17 08:04:59,62.19, , , ,
2018-09-17 08:05:59,62.42, , , ,
2018-09-17 08:06:59,62.57, , , ,
2018-09-17 08:07:59,62.73, , , ,
2018-09-17 08:08:59,62.81, , , ,
2018-09-17 08:09:59,62.81, , , ,
2018-09-17 08:10:59,62.96, , , ,
2018-09-17 08:11:59,63.04, , , ,
2018-09-17 08:12:59,63.11, , , ,
2018-09-17 08:13:59,63.19, , , ,
2018-09-17 08:14:59,63.35, , , ,
2018-09-17 08:15:59,63.35, , , ,
2018-09-17 08:16:59,63.42, , , ,
2018-09-17 08:17:59,63.50, , , ,
2018-09-17 08:18:59,63.58, , , ,
